53.456744;9.994114;Hamburg, Harburg S-Bahn Harburg, Neuländer Platz
53.456744;9.994114;Hamburg, Harburg S- Harburg, Neuländer Platz
53.456744;9.994114;Hamburg, Harburg Neuländer Platz
53.456744;9.994114;Hamburg, Harburg Bahnhof Harburg, Neuländer Platz  (Harburger Poststraße hinter dem Rondeel)
53.459617;9.979947;Hamburg, Harburg Vor dem Haupteingang des alten Rathauses, Harburger Rathausplatz 1
53.459617;9.979947;Hamburg, Harburg Vor dem Haupteingang des alten Rathauses, Harburger Rathausplatz 1
53.461412;9.978789;Hamburg, Harburg S-Harburg Rathaus, Ausgang: Neue Straße 9, am Wendehammer
53.461412;9.978789;Hamburg, Harburg S-Harburg Rathaus, Ausgang: Neue Straße 9, am Wendehammer
53.465205;9.962803;Hamburg, Heimfeld S-Bahn Heimfeld, Ausgang Nord, Kirchenvorplatz Pauluskirche
53.468274;9.791384;Harburg Rathausplatz
53.468274;9.791384;Harburg Bahnhofstraße 39
53.472297;9.780647;Harburg Bahnübergang Liliencronstraße (Neu Wulmstorf)
53.472297;9.780647;Harburg Liliencronstraße/Bahnübergang, 21629 Neu Wulmstorf
53.472297;9.780647;Landkreis Harburg Theodor-Heuss-Straße 2J
53.472297;9.780647;Harburg Liliencronstraße Neu Wulmstorf
53.472079;9.994803;Hamburg, Harburg Alte Elbbrücke Harburg, Brücke des 17. Juni
53.4729;9.874077;Hamburg, Hausbruch S-Neuwiedenthal, Rehrstieg
53.4729;9.874077;Hamburg, Hausbruch S-Neuwiedenthal, Ausg. Rehrstieg
53.4729;9.874077;Hamburg, Hausbruch S-Neuwiedenthal, Rehrstieg
53.47321;9.788521;Harburg An der Bahn
53.47321;9.788521;Harburg S-Bahnhof Nordseite, Neu Wulmstorf
53.473154;9.786996;Harburg An der Bahn
53.47381;9.852217;Hamburg, Neugraben-Fischbek S-Neugraben, Am Neugrabener Bahnhof
53.47381;9.852217;Hamburg, Neugraben-Fischbek Am Neugrabener Bahnhof
53.474488;10.622298;Büchen Bahnhof Büchen Ausgang Ladestrasse - Lauenburger Straße
53.476266;9.996172;Hamburg Alte Harburger Elbbrücke, Südseite
53.476656;9.857633;Hamburg, Neugraben-Fischbek Kreisel: Torfstecherweg/Süderelbebogen
53.488443;10.182252;Hamburg, Bergedorf S-Bahn Nettelnburg, Ausgang Südseite
53.489356;10.207038;Hamburg, Bergedorf Bahnhofsvorplatz
53.489356;10.207038;Hamburg, Bergedorf S-Bahn Bergedorf, Ausgang Weidenbaumstieg
53.48955;10.205531;Hamburg, Lohbrügge S-Bahn Bergedorf, Ausgang Lohbrügge
53.497755;10.132244;Hamburg, Billwerder Mittlerer Landweg 48
53.497755;10.132244;Hamburg, Billwerder S-Bahn Mittlerer Landweg
53.497755;10.132244;Hamburg, Billwerder S-Bahn Mittlerer Landweg
53.497755;10.132244;Hamburg, Billwerder S-Bahn Mittlerer Landweg
53.497755;10.132244;Hamburg, Billwerder S-Bahn Mittlerer Landweg
53.497755;10.132244;Hamburg, Billwerder S-Bahn Mittlerer Landweg
53.497755;10.132244;Hamburg, Billwerder S-Bahn Mittlerer Landweg, Mittlerer Landweg
53.497755;10.132244;Hamburg, Billwerder S-Bahn Mittlerer Landweg
53.497755;10.132244;Hamburg, Billwerder S-Bahn Mittlerer Landweg
53.497755;10.132244;Hamburg, Billwerder S-Bahn Mittlerer Landweg
53.497755;10.132244;Hamburg, Billwerder S-Bahn Mittlerer Landweg
53.498473;10.006859;Hamburg, Wilhelmsburg S-Bahn Wilhelmsburg, oberer Ausgang zum Inselpark
53.520712;10.013506;Hamburg, Veddel S-Bahn Veddel (P+R Platz), Harburger Chaussee
53.529668;10.314639;Hohe Elbgeest Bahnhofsvorplatz Aumühle
53.535063;9.879088;Hamburg, Finkenwerder Finkenwerder Fähre - Benittstraße
53.535063;9.879088;Hamburg, Finkenwerder Finkenwerder Fähre
53.536099;9.878383;Hamburg Finkenwerder Dampferbrücke
53.539586;10.043202;Hamburg, Rothenburgsort S-Bahn Rothenburgsort
53.539586;10.043202;Hamburg, Rothenburgsort S-Bahn Rothenburgsort
53.539586;10.043202;Hamburg, Rothenburgsort S-Bahnhof Rothenburgsort
53.540174;10.02408;Hamburg, Hammerbrook Brandshofer Schleuse - Billemündung
53.541147;9.984727;Hamburg, HafenCity Elbphilharmonie, Platz der Deutschen Einheit 1
53.541147;9.984727;Hamburg, HafenCity Elbphilharmonie, Platz der Deutschen Einheit
53.541147;9.984727;Hamburg, HafenCity Platz der Deutschen Einheit
53.541147;9.984727;Hamburg, HafenCity Elbphilharmonie,  Platz der Deutschen Einheit
53.544265;10.929768;Zarrentin am Schaalsee Wittenburger Chaussee 13
53.546976;10.006591;Hamburg Platz vor den Deichtorhallen
53.546976;10.006591;Hamburg Vor den Deichtorhallen
53.546976;10.006591;Hamburg Platz zwischen den Deichtorhallen
53.546976;10.006591;Hamburg Platz vor den Deichtorhallen
53.54699;9.93573;Hamburg, Altona-Altstadt Vor dem Altonaer Rathaus, Platz der Republik 1
53.547339;9.863212;Hamburg, Nienstedten Teufelsbrück
53.547467;9.989614;Hamburg, Hamburg-Altstadt Hopfenmarkt, vor dem Turm der Nicolaikirche
53.547593;10.000883;Hamburg U-Bahn Messberg, Ausgang vor Messberghof
53.552467;9.934494;Hamburg, Altona-Nord Bahnhof Altona, Fernbahn-InfoPoint
53.552467;9.934494;Hamburg, Altona-Nord Bhf Altona, Fernbahn - Info-Point
53.552415;10.008388;Hamburg, St. Georg Hauptbahnhof, Wandelhalle, Ausgang Kirchenallee
53.553102;10.005534;Hamburg Hamburg Hauptbahnhof, EIngang Spitaler Strasse
53.553102;10.005534;Hamburg, St. Georg Hauptbahnhof, Wandelhalle, Ausgang Spitaler Straße
53.553102;10.005534;Hamburg, St. Georg Hauptbahnhof, Wandelhalle, Ausgang Spitaler Str.
53.553605;10.023834;Hamburg, St. Georg S-Bahn Berliner Tor, Ausgang Feuerwache
53.55387;10.00763;Hamburg, St. Georg Hbf Wandelhalle, Ausgang Kirchenalee
53.55387;10.00763;Hamburg, St. Georg Hachmannplatz
53.55387;10.00763;Hamburg, St. Georg Hachmannplatz
53.55387;10.00763;Hamburg, St. Georg Hachmannplatz
53.55387;10.00763;Hamburg, St. Georg Hamburg Hbf. Ausgang Kirchenallee
53.55387;10.00763;Hamburg, St. Georg Hachmannplatz - Hauptbahnhof Ausgang Kirchenallee auf dem Vorplatz
53.55387;10.00763;Hamburg, St. Georg Hachmannplatz
53.554099;10.067393;Hamburg, Hamm U-Bahn Rauhes Haus - Ausgang Morahtstieg
53.555766;10.055162;Hamburg, Hamm U-Bahnhof Hammer Kirche, Ausgang zur Kirche
53.557512;10.009677;Hamburg, St. Georg Koppel 34 - 36
53.563732;9.985554;Hamburg, Rotherbaum Universität, Vorplatz Hauptgebäude
53.565539;10.026041;Hamburg, Hohenfelde U-Bahn Uhlandstraße
53.567319;10.001206;Hamburg, Rotherbaum Alsteranleger Alte Rabenstraße
53.572576;9.989206;Hamburg, Harvestehude U-Bahn Hallerstraße, Ausgang Turmweg
53.572641;10.070959;Hamburg, Wandsbek Christuskirche
53.572641;10.070959;Hamburg, Wandsbek Vor der Christuskirche
53.573392;9.988827;Hamburg, Harvestehude U-Bahn Hallerstraße, Ausgang Turmweg
53.578955;10.090298;Hamburg Liegewiese im Eichtalpark
53.578955;10.090298;Hamburg Liegewiese im Eichtalpark an der ovalen Skulptur
53.578955;10.090298;Hamburg, Wandsbek Eichtalpark an der ovalen Skulptur
53.578955;10.090298;Hamburg, Wandsbek Liegewiese im Eichtalpark mit ovaler Skulptur
53.578955;10.090298;Hamburg, Wandsbek Liegewiese im Eichtalpark bei der Skulptur
53.580016;9.797498;Hamburg, Sülldorf S-Bahn Sülldorf
53.580016;9.797498;Hamburg, Sülldorf S-Bahn Sülldorf
53.580743;9.79635;Hamburg, Sülldorf S-Bahn Sülldorf, Sülldorfer Kirchenweg 202
53.580743;9.79635;Hamburg, Sülldorf S-Bahn Sülldorf
53.58139;9.704227;Wedel S-Bahn Wedel
53.58139;9.704227;Wedel S-Bahn Wedel
53.58139;9.704227;Wedel S-Bahn
53.581852;9.705282;Wedel S-Bahnhof Wedel
53.588684;10.032835;Hamburg, Winterhude Saarlandstraße
53.591323;9.927598;Hamburg, Stellingen U-Bahn Hagenbecks Tierpark Ausgang Hagenbecks Tierpark
53.592363;10.07479;Hamburg, Wandsbek Ausgang U Wandsbek-Gartenstadt
53.592363;10.07479;Hamburg, Wandsbek Ausgang U-Bahn Wandsbek-Gartenstadt
53.592363;10.07479;Hamburg, Wandsbek U Wandsbek-Gartenstadt
53.592363;10.07479;Hamburg, Wandsbek Ausgang U Wandsbek-Gartenstadt
53.593814;10.050927;Hamburg, Barmbek-Nord U Habichtstraße
53.596394;9.905633;Hamburg, Eidelstedt Reichsbahnstraße (S-Bahn Eidelstedt)
53.599923;9.99404;Hamburg, Winterhude U-Lattenkamp, Ausgang Bebelallee
53.603456;9.945138;Hamburg U3 Hagendeel, Hinter der Lieth
53.603686;10.153392;Hamburg, Rahlstedt Bahnhof Rahlstedt, Ostseite vor dem Eiscafe
53.604058;10.154704;Hamburg, Rahlstedt Rahlstedt, Bhf, Ostseite Eiscafé
53.604421;10.156304;Hamburg, Rahlstedt Kulturwerk Rahlstedt, Boizenburger Weg 7
53.604421;10.156304;Hamburg, Rahlstedt Boizenburger Weg 7
53.607423;10.117264;Hamburg U1- Bahnhof Farmsen, Ausgang August-Krogmann-Straße
53.607423;10.117264;Hamburg, Farmsen-Berne U-Bahnhof Farmsen, August-Krogmann-Straße
53.620852;10.032256;Hamburg U/S-Bahnhof Ohlsdorf, Ausgang Fuhlsbüttler Str.
53.620921;10.030775;Hamburg, Ohlsdorf U / S-Bahn  Ohlsdorf, Im grünen Grunde 1
53.629038;11.415401;Schwerin Am Markt 14
53.634546;9.952771;Hamburg, Niendorf U-Bahn Schippelsweg (stadteinwärts)
53.634546;9.952771;Hamburg, Niendorf U Schippelsweg, Seite stadtauswärts
53.640913;9.950077;Hamburg, Niendorf U-Bahn Niendorf Nord
53.649279;10.163545;Hamburg, Volksdorf U-Bahn Volksdorf Ausgang Marktseite
53.650272;10.162787;Hamburg, Volksdorf U-Bahnhof Volksdorf Ausgang Marktseite
53.650272;10.162787;Hamburg, Volksdorf U-Bahn Volksdorf; Ausgang Markt, Farmsener Landstraße
53.650272;10.162787;Hamburg, Volksdorf U-Bahn Volksdorf, Ausgang Markt
53.650272;10.162787;Hamburg, Volksdorf U-Bahn Volksdorf, Ausgang Markt
53.652364;10.094131;Hamburg, Poppenbüttel S-Bahn Poppenbüttel, Ausgang Heegbarg/Wentzelplatz
53.652658;10.281211;Stormarn U Bahn Kiekut
53.653019;10.186467;Hamburg, Volksdorf U-Buchenkamp
53.655531;9.797745;Pinneberg Bahnhofsvorplatz Pinneberg
53.655531;9.797745;Pinneberg Bahnhofsvorplatz S-Pinneberg
53.662342;10.286061;Stormarn U-Bahn Großhansdorf
53.662342;10.286061;Stormarn U-Bahn Großhansdorf
53.662342;10.286061;Stormarn U-Bahn Großhansdorf,
53.662342;10.286061;Stormarn U-Bahn Großhansdorf
53.662342;10.286061;Stormarn U-Bahn Großhansdorf
53.662342;10.286061;Stormarn U-Bahn-Station Großhansdorf, Schaapkamp
53.662342;10.286061;Stormarn U-Bahn Großhansdorf
53.664145;10.219955;Ahrensburg U-Bahn Ahrensburg-West, Vorplatz
53.66432;10.150645;Hamburg, Volksdorf U-Bahn Buckhorn
53.675438;10.01744;Hamburg, Langenhorn U-Bahnhof Kiwittsmoor
53.676562;10.150304;Ammersbek U-Bahn Hoisbüttel
53.677411;10.000486;Hamburg, Langenhorn Vor U-Ochsenzoll
53.684509;9.985886;Norderstedt U-Bahn Garstedt, Ausg. Busbahnhof
53.693741;10.147265;Hamburg, Wohldorf-Ohlstedt U-Bahn Ohlstedt
53.695152;10.137936;Hamburg, Wohldorf-Ohlstedt U-Bahn Ohlstedt
53.695152;10.137936;Hamburg, Wohldorf-Ohlstedt U-Bahnhof Ohlstedt
53.83177;10.488531;Reinfeld Marktstraße / Marktplatz Parkplatz am Alten Friedhof
